Campaign_ID,Campaign_Name,Start_Date,End_Date,Channel,Impressions,Clicks,Spend,Conversions,Active,CTR,CPC,Conversion_Rate,Cost_Per_Conversion
CMP-00054,Q3_Winter_CMP-00054,2023-12-12,2024-01-05,Instagram,27059,681,998.1850000000001,97,True,2.52,1.47,14.36,10.21
CMP-00055,Q3_Winter_CMP-00055,2023-09-18,2023-09-19,Google Ads,85051,3594,1247.22,675,False,4.23,0.35,18.78,1.85
CMP-00056,Q1_Launch_CMP-00056,2023-05-14,2023-05-25,TikTok,86038,3719,1357.37,87,True,4.32,0.36,2.34,15.59
CMP-00057,Q3_Winter_CMP-00057,2023-09-26,2023-10-21,TikTok,954,17,8.98,2,True,1.78,0.53,11.97,4.41
CMP-00058,Q1_Launch_CMP-00058,2023-09-27,2023-10-13,Google Ads,60440,2895,3676.13,196,True,4.79,1.27,6.79,18.71
CMP-00059,Q4_Summer_CMP-00059,2023-05-24,2023-05-30,Instagram,64234,1463,2448.94,211,False,2.28,1.67,14.48,11.56
CMP-00060,Q4_Summer_CMP-00060,2023-05-28,2023-06-15,TikTok,38109,1562,2823.42,277,False,4.1,1.81,17.76,10.18
CMP-00061,Q1_BlackFriday_CMP-00061,2023-11-23,2023-11-28,TikTok,47177,2288,3156.74,303,False,4.85,1.38,13.28,10.39
CMP-00062,Q4_Summer_CMP-00062,2023-07-25,2023-07-26,Facebook,79095,2899,998.1850000000001,87,True,3.67,0.34,3.0,11.47
CMP-00063,Q2_Winter_CMP-00063,2023-02-24,2023-03-15,Email,38107,467,262.77,52,False,1.23,0.56,11.34,4.96
CMP-00064,Q1_BlackFriday_CMP-00064,2023-09-20,2023-10-05,Email,6913,216,212.2,33,True,3.12,0.98,15.36,6.39
CMP-00065,Q3_Winter_CMP-00065,2023-08-04,2023-08-26,TikTok,37564,388,335.66,73,True,1.03,0.87,18.85,4.59
CMP-00066,Q2_Winter_CMP-00066,2023-07-05,2023-07-16,Email,25762,1043,1855.54,41,False,4.05,1.78,3.98,44.75
CMP-00067,Q1_BlackFriday_CMP-00067,2023-09-22,2023-10-17,Facebook,38580,681,767.78,23,True,1.77,1.13,3.42,32.94
CMP-00068,Q2_Winter_CMP-00068,2023-11-28,2023-12-11,Facebook,23395,848,580.48,75,False,3.62,0.68,8.85,7.74
CMP-00069,Q1_Launch_CMP-00069,2023-05-01,2023-05-23,Google Ads,15412,708,560.0,23,True,4.59,0.79,3.39,23.36
CMP-00070,Q3_Winter_CMP-00070,2023-06-03,2023-06-06,Google Ads,98543,1295,688.94,254,True,1.31,0.53,19.63,2.71
CMP-00071,Q4_Summer_CMP-00071,2023-03-11,2023-03-14,Instagram,13322,302,562.2,27,True,2.27,1.86,9.06,20.54
CMP-00072,Q1_Launch_CMP-00072,2023-08-25,2023-09-17,Instagram,70756,2414,930.81,268,False,3.41,0.39,11.14,3.46
CMP-00073,Q3_Winter_CMP-00073,2023-05-27,2023-06-21,Email,71898,1717,552.6,91,True,2.39,0.32,5.31,6.06
CMP-00074,Q1_Launch_CMP-00074,2023-05-05,2023-06-02,TikTok,61969,797,487.03,87,False,1.29,0.61,10.92,5.6
CMP-00075,Q4_Summer_CMP-00075,2023-09-12,2023-09-22,Google Ads,91189,575,965.13,113,True,0.63,1.68,19.71,8.52
CMP-00076,Q3_Winter_CMP-00076,2023-05-29,2023-05-30,TikTok,996,23,27.37,2,False,2.31,1.19,10.29,11.57
CMP-00077,Q2_Winter_CMP-00077,2023-06-19,2023-07-18,Email,30512,1043,998.1850000000001,12,True,3.42,0.96,1.17,81.96
CMP-00078,Q2_Winter_CMP-00078,2023-06-10,2023-06-28,Email,18838,580,526.72,32,True,3.08,0.91,5.61,16.19
CMP-00079,Q3_Winter_CMP-00079,2023-04-05,2023-04-13,Instagram,57904,696,290.06,136,False,1.2,0.42,19.59,2.13
CMP-00080,Q4_Summer_CMP-00080,2023-02-15,2023-03-10,TikTok,63736,1611,2828.06,318,False,2.53,1.76,19.79,8.87
CMP-00081,Q1_BlackFriday_CMP-00081,2023-10-29,2023-11-25,Google Ads,89841,1942,1216.12,97,True,2.16,0.63,5.0,12.53
CMP-00082,Q3_Winter_CMP-00082,2023-02-03,2023-02-12,Facebook,38282,663,998.1850000000001,84,True,1.73,1.51,12.69,11.86
CMP-00083,Q1_Launch_CMP-00083,2023-04-29,2023-05-22,Email,23971,906,1153.88,22,True,3.78,1.27,2.46,51.75
CMP-00084,Q1_BlackFriday_CMP-00084,2023-09-01,2023-09-24,Instagram,92465,1750,772.79,209,False,1.89,0.44,11.97,3.69
CMP-00085,Q4_Summer_CMP-00085,2023-02-17,2023-03-04,TikTok,67462,1977,914.95,87,False,2.93,0.46,4.4,10.51
CMP-00086,Q4_Summer_CMP-00086,2023-08-28,2023-09-16,Instagram,76590,3564,998.1850000000001,590,False,4.65,0.28,16.55,1.69
CMP-00087,Q1_Launch_CMP-00087,2023-09-25,2023-10-03,Google Ads,44775,1310,1487.81,246,False,2.93,1.14,18.85,6.02
CMP-00088,Q2_Winter_CMP-00088,2023-08-30,2023-09-26,Facebook,45014,1474,1047.37,63,False,3.27,0.71,4.29,16.58
CMP-00089,Q4_Summer_CMP-00089,2023-04-22,2023-05-21,Email,39210,325,290.12,31,True,0.83,0.89,9.79,9.12
CMP-00090,Q1_BlackFriday_CMP-00090,2023-01-08,2023-02-06,Facebook,75076,977,1504.3,28,True,1.3,1.54,2.94,52.39
CMP-00091,Q3_Winter_CMP-00091,2023-11-20,2023-12-12,Facebook,21456,204,84.21,15,False,0.95,0.41,7.44,5.55
CMP-00092,Q1_BlackFriday_CMP-00092,2023-04-30,2023-05-02,Email,97552,3845,1914.88,86,True,3.94,0.5,2.24,22.26
CMP-00093,Q1_BlackFriday_CMP-00093,2023-10-21,2023-11-01,TikTok,18004,767,998.1850000000001,46,True,4.26,1.3,6.03,21.6
CMP-00094,Q2_Winter_CMP-00094,2023-03-14,2023-03-27,Email,46367,620,825.75,122,False,1.34,1.33,19.81,6.72
CMP-00095,Q1_BlackFriday_CMP-00095,2023-03-01,2023-03-29,Email,31804,472,921.9,8,False,1.48,1.95,1.85,105.72
CMP-00096,Q2_Winter_CMP-00096,2023-10-12,2023-10-28,Google Ads,64431,1259,1179.35,218,False,1.95,0.94,17.32,5.41
CMP-00097,Q2_Winter_CMP-00097,2023-12-10,2023-12-26,Email,68228,2155,884.91,53,True,3.16,0.41,2.47,16.61
CMP-00098,Q4_Summer_CMP-00098,2023-11-11,2023-11-16,TikTok,91907,3031,3679.07,334,False,3.3,1.21,11.05,10.98
CMP-00099,Q4_Summer_CMP-00099,2023-10-02,2023-10-26,TikTok,79027,2837,3929.78,87,True,3.59,1.39,3.07,45.15
CMP-00100,Q1_Launch_CMP-00100,2023-04-01,2023-04-11,Email,25243,1154,620.07,215,True,4.57,0.54,18.7,2.87
CMP-00101,Q1_BlackFriday_CMP-00101,2023-11-30,2023-12-03,Google Ads,21062,384,476.11,18,False,1.82,1.24,4.78,25.93
CMP-00102,Q1_Launch_CMP-00102,2023-09-01,2023-09-30,TikTok,88712,3073,998.1850000000001,87,False,3.46,0.32,2.83,11.47
CMP-00103,Q1_BlackFriday_CMP-00103,2023-03-04,2023-03-10,TikTok,49043,1480,998.1850000000001,225,False,3.02,0.67,15.23,4.43
CMP-00104,Q1_Launch_CMP-00104,2023-02-17,2023-02-18,Facebook,10205,191,998.1850000000001,87,False,1.87,5.23,45.57,11.47
CMP-00105,Q4_Summer_CMP-00105,2023-11-14,2023-11-17,Google Ads,82584,3785,3899.95,540,False,4.58,1.03,14.28,7.21
CMP-00106,Q4_Summer_CMP-00106,2023-04-11,2023-04-25,Facebook,65020,604,1173.85,9,True,0.93,1.94,1.5,129.87
CMP-00107,Q4_Summer_CMP-00107,2023-10-07,2023-10-10,Facebook,3044,112,220.15,6,True,3.68,1.97,5.94,33.1
CMP-00108,Q4_Summer_CMP-00108,2023-02-20,2023-03-17,TikTok,78392,2959,1537.87,501,False,3.77,0.52,16.96,3.06
CMP-00109,Q3_Winter_CMP-00109,2023-04-13,2023-04-28,Instagram,60933,2814,2603.27,349,False,4.62,0.93,12.42,7.45
CMP-00110,Q4_Summer_CMP-00110,2023-04-14,2023-04-24,Instagram,61653,1747,2306.99,217,True,2.83,1.32,12.44,10.61
CMP-00111,Q2_Winter_CMP-00111,2023-04-13,2023-04-14,Email,86561,1685,748.52,111,True,1.95,0.44,6.62,6.71
CMP-00112,Q4_Summer_CMP-00112,2023-09-04,2023-09-18,TikTok,49805,2104,1999.88,125,True,4.22,0.95,5.94,15.99
CMP-00113,Q3_Winter_CMP-00113,2023-11-30,2023-12-05,Google Ads,46395,1841,1369.69,349,True,3.97,0.74,18.98,3.92
CMP-00114,Q3_Winter_CMP-00114,2023-11-29,2023-12-28,Google Ads,61926,1703,3267.18,252,False,2.75,1.92,14.83,12.94
CMP-00115,Q3_Winter_CMP-00115,2023-09-28,2023-10-07,Email,20179,798,797.76,27,True,3.95,1.0,3.41,29.31
CMP-00116,Q3_Winter_CMP-00116,2023-03-15,2023-03-29,Instagram,15590,265,998.1850000000001,87,True,1.7,3.77,32.85,11.47
CMP-00117,Q1_Launch_CMP-00117,2023-12-17,2023-12-18,Email,84455,2662,2548.6,321,False,3.15,0.96,12.07,7.94
CMP-00118,Q1_Launch_CMP-00118,2023-07-17,2023-07-21,Google Ads,21949,964,505.21,70,True,4.39,0.52,7.33,7.15
CMP-00119,Q2_Winter_CMP-00119,2023-07-19,2023-07-26,TikTok,50682,978,1728.48,83,True,1.93,1.77,8.55,20.68
CMP-00120,Q1_Launch_CMP-00120,2023-09-14,2023-09-16,TikTok,27354,731,219.82,108,True,2.67,0.3,14.78,2.03
CMP-00121,Q3_Winter_CMP-00121,2023-10-08,2023-10-30,Email,23430,1119,442.12,91,True,4.78,0.4,8.15,4.85
CMP-00122,Q4_Summer_CMP-00122,2023-12-14,2024-01-11,Facebook,59979,2454,2256.34,294,True,4.09,0.92,12.0,7.66
CMP-00123,Q4_Summer_CMP-00123,2023-08-01,2023-08-30,Facebook,80335,3608,998.4200000000001,523,True,4.49,0.28,14.5,1.91
CMP-00124,Q3_Winter_CMP-00124,2023-08-11,2023-08-19,Email,44469,993,874.73,46,True,2.23,0.88,4.71,18.69
CMP-00125,Q1_BlackFriday_CMP-00125,2023-09-30,2023-10-23,Google Ads,14303,712,293.87,134,True,4.98,0.41,18.94,2.18
CMP-00126,Q3_Winter_CMP-00126,2023-04-04,2023-04-19,Email,24825,294,247.06,22,True,1.18,0.84,7.77,10.82
CMP-00127,Q1_Launch_CMP-00127,2023-04-23,2023-04-25,Google Ads,16875,478,342.47,42,True,2.83,0.72,8.97,7.99
CMP-00128,Q4_Summer_CMP-00128,2023-08-17,2023-08-20,Email,88339,2346,725.42,334,False,2.66,0.31,14.27,2.17
CMP-00129,Q3_Winter_CMP-00129,2023-01-24,2023-02-09,Email,32293,1321,1597.3,166,True,4.09,1.21,12.57,9.62
CMP-00130,Q4_Summer_CMP-00130,2023-04-27,2023-05-10,Google Ads,37705,1730,862.06,161,True,4.59,0.5,9.36,5.32
CMP-00131,Q3_Winter_CMP-00131,2023-09-20,2023-09-21,Google Ads,7568,286,225.58,38,False,3.78,0.79,13.35,5.91
CMP-00132,Q3_Winter_CMP-00132,2023-12-23,2024-01-19,TikTok,44880,1490,2071.13,270,True,3.32,1.39,18.15,7.66
CMP-00133,Q1_Launch_CMP-00133,2023-07-09,2023-07-31,TikTok,91435,2215,3394.92,358,True,2.42,1.53,16.21,9.46
CMP-00134,Q3_Winter_CMP-00134,2023-05-26,2023-06-10,Facebook,41265,1153,862.3,87,False,2.79,0.75,7.55,9.91
CMP-00135,Q4_Summer_CMP-00135,2023-06-10,2023-07-09,Email,65298,1823,1567.1,107,True,2.79,0.86,5.91,14.55
CMP-00136,Q2_Winter_CMP-00136,2023-09-08,2023-10-07,Instagram,18603,110,79.17,9,True,0.59,0.72,8.97,8.02
CMP-00137,Q4_Summer_CMP-00137,2023-07-18,2023-08-16,Facebook,14722,406,782.24,46,False,2.76,1.93,11.52,16.72
CMP-00138,Q1_Launch_CMP-00138,2023-01-09,2023-01-17,Email,73296,3189,1989.56,58,False,4.35,0.62,1.84,33.91
CMP-00139,Q2_Winter_CMP-00139,2023-07-16,2023-08-11,Instagram,7040,259,158.35,40,True,3.68,0.61,15.63,3.91
CMP-00140,Q3_Winter_CMP-00140,2023-05-27,2023-06-11,Email,45121,1841,998.1850000000001,131,True,4.08,0.54,7.15,7.59
CMP-00141,Q1_BlackFriday_CMP-00141,2023-09-13,2023-10-05,Instagram,32012,722,998.1850000000001,45,True,2.26,1.38,6.37,21.71
CMP-00142,Q2_Winter_CMP-00142,2023-11-16,2023-12-11,Email,2117,60,33.98,3,False,2.83,0.57,5.93,9.56
CMP-00143,Q2_Winter_CMP-00143,2023-12-18,2023-12-23,Email,53355,347,998.1850000000001,22,True,0.65,2.88,6.38,45.06
CMP-00144,Q3_Winter_CMP-00144,2023-08-11,2023-08-24,Facebook,96419,2143,2975.11,159,True,2.22,1.39,7.42,18.7
CMP-00145,Q1_BlackFriday_CMP-00145,2023-05-13,2023-05-17,TikTok,7380,194,998.1850000000001,24,True,2.63,5.15,12.49,41.19
CMP-00146,Q1_BlackFriday_CMP-00146,2023-06-12,2023-06-21,Google Ads,81668,1346,1891.5,87,False,1.65,1.41,6.47,21.73
CMP-00147,Q1_Launch_CMP-00147,2023-03-06,2023-03-18,Instagram,54148,346,558.66,20,True,0.64,1.61,5.86,27.56
CMP-00148,Q2_Winter_CMP-00148,2023-12-08,2024-01-02,Facebook,72494,2614,2234.47,128,True,3.61,0.85,4.92,17.37
CMP-00149,Q1_BlackFriday_CMP-00149,2023-11-06,2023-12-02,Facebook,10106,248,461.61,41,True,2.45,1.86,16.7,11.15
CMP-00150,Q1_Launch_CMP-00150,2023-11-08,2023-11-20,TikTok,86974,2061,3187.23,56,False,2.37,1.55,2.76,56.0
CMP-00151,Q1_BlackFriday_CMP-00151,2023-04-30,2023-05-10,Instagram,1635,26,43.37,2,True,1.59,1.67,10.74,15.53
CMP-00152,Q2_Winter_CMP-00152,2023-04-28,2023-05-14,Instagram,90727,2649,4041.41,288,False,2.92,1.53,10.89,14.01
CMP-00153,Q1_BlackFriday_CMP-00153,2023-11-09,2023-12-06,TikTok,65951,1629,1481.37,193,True,2.47,0.91,11.91,7.64
CMP-00154,Q2_Winter_CMP-00154,2023-07-18,2023-08-16,TikTok,34080,897,700.7,159,True,2.63,0.78,17.83,4.38
CMP-00155,Q3_Winter_CMP-00155,2023-09-15,2023-09-22,Google Ads,1206,37,998.1850000000001,4,True,3.07,26.98,12.85,209.87
CMP-00156,Q4_Summer_CMP-00156,2023-06-28,2023-07-04,Instagram,61290,323,150.18,62,True,0.53,0.46,19.5,2.38
CMP-00157,Q1_Launch_CMP-00157,2023-06-11,2023-07-02,Facebook,9199,421,449.28,73,True,4.58,1.07,17.56,6.08
CMP-00158,Q3_Winter_CMP-00158,2023-08-19,2023-08-28,Facebook,61076,500,186.67,25,False,0.82,0.37,5.08,7.35
CMP-00159,Q3_Winter_CMP-00159,2023-10-24,2023-10-30,TikTok,77427,1958,600.53,109,True,2.53,0.31,5.58,5.49
CMP-00160,Q4_Summer_CMP-00160,2023-05-02,2023-05-03,Google Ads,27096,388,730.82,29,False,1.43,1.88,7.55,24.95
CMP-00161,Q1_BlackFriday_CMP-00161,2023-10-23,2023-11-04,TikTok,24252,692,998.1850000000001,58,True,2.85,1.44,8.44,17.09
CMP-00162,Q4_Summer_CMP-00162,2023-03-31,2023-04-12,Instagram,22584,397,498.29,45,True,1.76,1.26,11.51,10.91
CMP-00163,Q3_Winter_CMP-00163,2023-05-28,2023-06-14,Google Ads,22871,999,878.99,54,True,4.37,0.88,5.42,16.24
CMP-00164,Q3_Winter_CMP-00164,2023-11-30,2023-12-06,Instagram,11833,270,342.88,14,True,2.28,1.27,5.22,24.31
CMP-00165,Q3_Winter_CMP-00165,2023-12-15,2024-01-05,Google Ads,25345,855,1552.41,70,True,3.37,1.82,8.25,22.02
CMP-00166,Q1_BlackFriday_CMP-00166,2023-12-04,2023-12-24,Google Ads,66101,1070,1507.68,147,False,1.62,1.41,13.77,10.23
CMP-00167,Q2_Winter_CMP-00167,2023-04-26,2023-05-10,Facebook,30600,179,237.04,25,False,0.58,1.32,14.07,9.41
CMP-00168,Q1_Launch_CMP-00168,2023-11-04,2023-11-10,Email,78201,1813,1962.3,354,False,2.32,1.08,19.55,5.54
CMP-00169,Q2_Winter_CMP-00169,2023-12-08,2023-12-23,Instagram,82019,2390,2121.57,115,False,2.91,0.89,4.85,18.32
CMP-00170,Q1_Launch_CMP-00170,2023-12-24,2024-01-13,Instagram,76214,1957,2911.1,165,True,2.57,1.49,8.46,17.57
CMP-00171,Q1_Launch_CMP-00171,2023-01-08,2023-01-19,Facebook,54183,2616,998.4200000000001,505,True,4.83,0.38,19.33,1.97
CMP-00172,Q1_Launch_CMP-00172,2023-09-29,2023-10-07,Email,31969,1176,1201.98,165,True,3.68,1.02,14.11,7.24
CMP-00173,Q4_Summer_CMP-00173,2023-12-30,2024-01-14,Facebook,93024,4633,998.4200000000001,567,False,4.98,0.22,12.25,1.76
CMP-00174,Q4_Summer_CMP-00174,2023-10-07,2023-10-18,Email,20923,382,998.1850000000001,87,True,1.83,2.61,22.79,11.47
CMP-00175,Q4_Summer_CMP-00175,2023-03-27,2023-04-08,Email,46718,1892,1936.32,46,True,4.05,1.02,2.43,42.03
CMP-00176,Q3_Winter_CMP-00176,2023-10-06,2023-10-17,Facebook,45634,1369,2716.18,246,False,3.0,1.98,17.97,11.04
CMP-00177,Q4_Summer_CMP-00177,2023-02-08,2023-02-17,Facebook,74686,2429,998.1850000000001,312,True,3.25,0.41,12.88,3.19
CMP-00178,Q1_Launch_CMP-00178,2023-06-25,2023-07-16,Facebook,54907,2710,2467.76,321,False,4.94,0.91,11.86,7.68
CMP-00179,Q1_BlackFriday_CMP-00179,2023-08-17,2023-08-31,Email,80051,2756,2567.36,310,True,3.44,0.93,11.25,8.28
CMP-00180,Q3_Winter_CMP-00180,2023-06-16,2023-06-30,Email,91949,4178,4313.18,352,False,4.54,1.03,8.45,12.22
CMP-00181,Q1_BlackFriday_CMP-00181,2023-09-13,2023-10-02,Facebook,39367,1482,537.09,86,False,3.76,0.36,5.84,6.21
CMP-00182,Q1_Launch_CMP-00182,2023-03-29,2023-04-09,TikTok,87544,939,1124.25,144,False,1.07,1.2,15.35,7.8
CMP-00183,Q3_Winter_CMP-00183,2023-08-10,2023-08-13,Email,17383,634,1064.71,67,True,3.65,1.68,10.68,15.72
CMP-00184,Q4_Summer_CMP-00184,2023-08-24,2023-09-18,Google Ads,91647,2455,3493.38,40,True,2.68,1.42,1.64,86.51
CMP-00185,Q3_Winter_CMP-00185,2023-08-20,2023-08-22,Email,18209,843,537.26,72,True,4.63,0.64,8.58,7.43
CMP-00186,Q3_Winter_CMP-00186,2023-04-16,2023-05-03,Email,85101,3515,998.4200000000001,655,True,4.13,0.28,18.64,1.52
CMP-00187,Q1_Launch_CMP-00187,2023-04-22,2023-04-30,Google Ads,39329,380,578.77,30,True,0.97,1.52,8.1,18.79
CMP-00188,Q2_Winter_CMP-00188,2023-04-05,2023-04-12,Google Ads,96475,1063,793.33,87,True,1.1,0.75,8.19,9.11
CMP-00189,Q2_Winter_CMP-00189,2023-06-18,2023-06-20,Google Ads,13354,108,146.76,13,True,0.81,1.36,12.86,10.57
CMP-00190,Q2_Winter_CMP-00190,2023-08-02,2023-08-29,TikTok,46817,1273,1704.05,206,True,2.72,1.34,16.23,8.25
CMP-00191,Q4_Summer_CMP-00191,2023-05-13,2023-05-26,Google Ads,90237,779,998.1850000000001,106,False,0.86,1.28,13.7,9.35
CMP-00192,Q4_Summer_CMP-00192,2023-05-30,2023-06-09,Google Ads,5223,196,104.14,33,True,3.75,0.53,17.15,3.1
